Order ID,Order Date,Customer ID,Customer Name,Customer Segment,Product ID,Product,Category,Region,City,Quantity,Unit Price,Gross Sales,Discount,Discount Amount,Sales,Unit Cost,Cost,Profit,Payment Method,Order Status,Source Channel
ORD-101188,23/10/2023,CUST-00276,Meera Kapoor,Consumer,SKU-011,Cotton T-Shirt,Fashion,South,Bengaluru,3,18.84,56.52,10.0%,5.65,50.87,7.00,20.51,30.36,Credit Card,Shipped,Marketplace
ORD-101189,04/08/2023,CUST-00362,Neha Iyer,Consumer,SKU-024,Printer Paper Box,Office Supplies,West,Mumbai,1,28.70,28.70,0.0%,0.00,28.70,15.00,15.17,13.53,Upi,Returned,Mobile App
ORD-101190,16/04/2025,CUST-01048,Kavya Saxena,Consumer,SKU-024,Printer Paper Box,Office Supplies,North,Delhi,5,28.64,143.20,10.0%,14.32,128.88,15.00,76.05,52.83,Debit Card,Delivered,Website
ORD-101191,09/03/2023,CUST-00045,Ishaan Reddy,Corporate,SKU-013,Running Shoes,Fashion,East,Kolkata,2,76.79,153.58,0.0%,0.00,153.58,42.00,83.32,70.26,Wallet,Delivered,Mobile App
ORD-101192,17/04/2023,CUST-01276,Vivaan Iyer,Consumer,SKU-001,Wireless Mouse,Electronics,East,Bhubaneswar,5,22.62,113.10,5.0%,5.66,107.44,12.00,61.87,45.57,Credit Card,Returned,Marketplace
ORD-101193,25/01/2025,CUST-00843,Neha Reddy,Corporate,SKU-005,Webcam,Electronics,Central,Bhopal,2,64.82,129.64,5.0%,6.48,123.16,37.00,74.23,48.93,Upi,Delivered,Marketplace
ORD-101194,12/09/2024,CUST-01251,Neha Das,Consumer,SKU-010,Bed Sheet Set,Home & Kitchen,East,Bhubaneswar,1,54.19,54.19,0.0%,0.00,54.19,31.00,31.61,22.58,Debit Card,Delivered,Marketplace
ORD-101195,09/05/2023,CUST-00563,Arjun Gupta,Consumer,SKU-011,Cotton T-Shirt,Fashion,North,Jaipur,1,18.82,18.82,0.0%,0.00,18.82,7.00,7.10,11.72,Credit Card,Shipped,Mobile App
ORD-101196,26/08/2024,CUST-02062,Riya Kapoor,Consumer,SKU-018,Sunscreen SPF 50,Beauty,East,Kolkata,5,21.06,105.30,0.0%,0.00,105.30,10.00,49.55,55.75,Upi,Delivered,Mobile App
ORD-101197,28/05/2023,CUST-02134,Vivaan Nair,Corporate,SKU-025,Stapler,Office Supplies,South,Chennai,3,12.31,36.93,0.0%,0.00,36.93,6.00,18.36,0.00,Wallet,Cancelled,Website
ORD-101198,20/02/2024,CUST-01712,Ananya Kapoor,Corporate,SKU-020,Body Lotion,Beauty,South,Bengaluru,3,15.43,46.29,20.0%,9.26,37.03,7.00,21.27,15.76,Credit Card,Delivered,Website
ORD-101199,28/03/2023,CUST-01507,Neha Sharma,Consumer,SKU-009,Coffee Grinder,Home & Kitchen,East,Kolkata,7,72.51,507.57,5.0%,25.38,482.19,41.00,294.90,187.29,Credit Card,Delivered,Marketplace
ORD-101200,05/01/2024,CUST-02370,Ishaan Reddy,Corporate,SKU-016,Face Cleanser,Beauty,Central,Bhopal,1,18.22,18.22,0.0%,0.00,18.22,8.00,7.77,10.45,Net Banking,Delivered,Website
ORD-101201,09/09/2023,CUST-02409,Diya Jain,Home Office,SKU-010,Bed Sheet Set,Home & Kitchen,East,Kolkata,1,58.70,58.70,5.0%,2.94,55.76,31.00,31.40,24.36,Credit Card,Returned,Mobile App
ORD-101202,02/04/2025,CUST-01444,Aadhya Mishra,Consumer,SKU-014,Canvas Backpack,Fashion,South,Hyderabad,2,55.07,110.14,20.0%,22.03,88.11,27.00,52.27,35.84,Net Banking,Delivered,Mobile App
ORD-101204,15/06/2025,CUST-01558,Aadhya Mehta,Consumer,SKU-003,USB-C Hub,Electronics,South,Bengaluru,5,39.42,197.10,5.0%,9.86,187.24,21.00,103.54,83.70,Cash On Delivery,Processing,Marketplace
ORD-101205,11/04/2025,CUST-00128,Aadhya Khan,Consumer,SKU-002,Bluetooth Speaker,Electronics,North,Jaipur,5,50.38,251.90,10.0%,25.19,226.71,28.00,141.27,85.44,Credit Card,Delivered,Mobile App
ORD-101206,28/08/2025,CUST-01730,Kavya Iyer,Consumer,SKU-011,Cotton T-Shirt,Fashion,East,Kolkata,3,18.91,56.73,20.0%,11.35,45.38,7.00,21.77,23.61,Wallet,Processing,Website
ORD-101207,01/06/2025,CUST-00197,Arjun Iyer,Consumer,SKU-025,Stapler,Office Supplies,North,Delhi,3,13.33,39.99,0.0%,0.00,39.99,6.00,17.57,22.42,Net Banking,Processing,Mobile App
ORD-101208,19/11/2023,CUST-01889,Kabir Nair,Consumer,SKU-016,Face Cleanser,Beauty,West,Pune,2,17.30,34.60,0.0%,0.00,34.60,8.00,15.65,18.95,Wallet,Delivered,Marketplace
ORD-101209,15/05/2024,CUST-02335,Ananya Sharma,Consumer,SKU-015,Wrist Watch,Fashion,South,HYDERABAD,4,92.52,370.08,0.0%,0.00,370.08,54.00,223.65,146.43,Credit Card,Delivered,Mobile App
ORD-101210,21/04/2025,CUST-01038,Saanvi Patel,Consumer,SKU-002,Bluetooth Speaker,Electronics,South,Chennai,1,46.59,46.59,20.0%,9.32,37.27,28.00,27.27,10.00,Debit Card,Delivered,Marketplace
ORD-101211,16/06/2024,CUST-01484,Diya Iyer,Consumer,SKU-002,Bluetooth Speaker,Electronics,East,Bhubaneswar,2,49.23,98.46,10.0%,9.85,88.61,28.00,57.80,30.81,Debit Card,Processing,Marketplace
ORD-101213,17/02/2025,CUST-00996,Aadhya Khan,Consumer,SKU-019,Makeup Brush Set,Beauty,South,Bengaluru,3,35.45,106.35,0.0%,0.00,106.35,17.00,51.00,55.35,Net Banking,Delivered,Marketplace
ORD-101214,15/04/2025,CUST-02147,Saanvi Iyer,Home Office,SKU-011,Cotton T-Shirt,Fashion,South,Chennai,3,19.57,58.71,10.0%,5.87,52.84,7.00,20.27,32.57,Cash On Delivery,Processing,Marketplace
ORD-101215,25/06/2025,CUST-01418,Diya Saxena,Corporate,SKU-023,Ergonomic Chair,Office Supplies,West,Mumbai,5,165.75,828.75,10.0%,82.88,745.87,105.00,528.61,0.00,Credit Card,Cancelled,Marketplace
ORD-101216,23/10/2023,CUST-02063,Diya Saxena,Consumer,SKU-006,Insulated Bottle,Home & Kitchen,East,Bhubaneswar,4,23.64,94.56,0.0%,0.00,94.56,11.00,42.53,52.03,Cash On Delivery,Returned,Website
ORD-101217,28/04/2024,CUST-00107,Rohan Rao,Corporate,SKU-003,USB-C Hub,Electronics,North,Chandigarh,2,39.22,78.44,0.0%,0.00,78.44,21.00,42.03,36.41,Upi,Delivered,Mobile App
ORD-101218,01/09/2024,CUST-02204,Aditya Reddy,Consumer,SKU-007,Desk Lamp,Home & Kitchen,West,Pune,4,43.54,174.16,0.0%,0.00,174.16,23.00,91.52,82.64,Wallet,Delivered,Website
ORD-101219,15/03/2023,CUST-01780,Aditya Mishra,Consumer,SKU-014,Canvas Backpack,Fashion,West,Mumbai,1,54.88,54.88,0.0%,0.00,54.88,27.00,26.77,0.00,Wallet,Cancelled,Website
ORD-101220,29/08/2023,CUST-02478,Aarav Reddy,Home Office,SKU-014,Canvas Backpack,Fashion,East,Bhubaneswar,1,52.82,52.82,0.0%,0.00,52.82,27.00,26.69,26.13,Credit Card,Shipped,Website
ORD-101221,13/04/2023,CUST-02055,Saanvi Reddy,Home Office,SKU-020,Body Lotion,Beauty,West,Pune,3,15.94,47.82,0.0%,0.00,47.82,7.00,20.97,26.85,Cash On Delivery,Delivered,Mobile App
ORD-101222,15/12/2023,CUST-00787,Riya Rao,Consumer,SKU-001,Wireless Mouse,Electronics,East,Kolkata,3,21.22,63.66,20.0%,12.73,50.93,12.00,37.38,0.00,Wallet,Cancelled,Mobile App
ORD-101223,27/09/2023,CUST-01522,Neha Das,Home Office,SKU-011,Cotton T-Shirt,Fashion,South,Unknown,1,18.15,18.15,0.0%,0.00,18.15,7.00,6.93,11.22,Upi,Delivered,Marketplace
ORD-101224,07/10/2023,CUST-00729,Ishaan Iyer,Consumer,SKU-019,Makeup Brush Set,Beauty,North,Jaipur,4,33.14,132.56,10.0%,13.26,119.30,17.00,69.83,49.47,Upi,Delivered,Marketplace
ORD-101225,26/09/2024,CUST-01014,Kabir Kapoor,Consumer,SKU-022,Gel Pen Pack,Office Supplies,North,Delhi,4,10.42,41.68,0.0%,0.00,41.68,4.00,16.59,0.00,Upi,Cancelled,Mobile App
ORD-101226,02/12/2024,CUST-00614,Riya Nair,Consumer,SKU-001,Wireless Mouse,Electronics,Central,Bhopal,3,22.66,67.98,20.0%,13.60,54.38,12.00,34.83,19.55,Debit Card,Delivered,Website
ORD-101227,16/03/2024,CUST-00034,Riya Mehta,Consumer,SKU-004,Mechanical Keyboard,Electronics,South,Chennai,3,85.06,255.18,0.0%,0.00,255.18,51.00,151.32,0.00,Debit Card,Cancelled,Mobile App
ORD-101228,12/03/2025,CUST-02256,Aditya Reddy,Home Office,SKU-010,Bed Sheet Set,Home & Kitchen,West,Mumbai,3,56.75,170.25,0.0%,0.00,170.25,31.00,95.99,74.26,Cash On Delivery,Delivered,Marketplace
ORD-101229,26/12/2023,CUST-00999,Neha Jain,Home Office,SKU-017,Hair Dryer,Beauty,South,Hyderabad,3,59.21,177.63,0.0%,0.00,177.63,35.00,108.05,69.58,Debit Card,Delivered,Mobile App
ORD-101230,17/11/2023,CUST-01345,Aarav Kapoor,Consumer,SKU-008,Storage Basket,Home & Kitchen,Central,Bhopal,5,32.62,163.10,5.0%,8.15,154.95,16.00,81.96,72.99,Credit Card,Delivered,Mobile App
ORD-101231,14/12/2024,CUST-01160,Rohan Verma,Consumer,SKU-006,Insulated Bottle,Home & Kitchen,South,Bengaluru,4,25.28,101.12,0.0%,0.00,101.12,11.00,42.67,58.45,Credit Card,Processing,Marketplace
ORD-101232,26/07/2025,CUST-01755,Diya Singh,Corporate,SKU-002,Bluetooth Speaker,Electronics,South,Hyderabad,3,49.16,147.48,0.0%,0.00,147.48,28.00,81.14,66.34,Wallet,Returned,Website
ORD-101233,06/07/2025,CUST-01267,Kabir Singh,Consumer,SKU-010,Bed Sheet Set,Home & Kitchen,North,Jaipur,9,57.68,519.12,0.0%,0.00,519.12,31.00,274.66,244.46,Upi,Delivered,Mobile App
ORD-101234,13/07/2024,CUST-01767,Riya Nair,Home Office,SKU-012,Slim Fit Jeans,Fashion,North,Chandigarh,2,43.42,86.84,10.0%,8.68,78.16,22.00,45.52,32.64,Net Banking,Processing,Marketplace
ORD-101235,31/01/2023,CUST-01329,Saanvi Nair,Consumer,SKU-006,Insulated Bottle,Home & Kitchen,East,Kolkata,5,23.65,118.25,5.0%,5.91,112.34,11.00,55.07,57.27,Credit Card,Returned,Website
ORD-101236,20/01/2023,CUST-00932,Riya Reddy,Corporate,SKU-019,Makeup Brush Set,Beauty,West,Mumbai,1,32.66,32.66,5.0%,1.63,31.03,17.00,16.35,14.68,Net Banking,Delivered,Website
ORD-101237,14/08/2023,CUST-01888,Meera Verma,Home Office,SKU-023,Ergonomic Chair,Office Supplies,West,Pune,3,181.49,544.47,20.0%,108.89,435.58,105.00,309.46,126.12,Upi,Delivered,Website
ORD-101238,28/10/2024,CUST-00361,Meera Reddy,Consumer,SKU-016,Face Cleanser,Beauty,South,Bengaluru,4,17.50,70.00,0.0%,0.00,70.00,8.00,31.79,38.21,Net Banking,Delivered,Marketplace
ORD-101239,04/05/2023,CUST-02124,Ishaan Kapoor,Home Office,SKU-012,Slim Fit Jeans,Fashion,West,Mumbai,4,46.34,185.36,0.0%,0.00,185.36,22.00,85.86,0.00,Net Banking,Cancelled,Website
ORD-101240,02/09/2024,CUST-00695,Ananya Jain,Corporate,SKU-015,Wrist Watch,Fashion,West,Mumbai,5,96.59,482.95,20.0%,96.59,386.36,54.00,260.93,125.43,Net Banking,Processing,Website
ORD-101241,06/09/2024,CUST-00526,Arjun Jain,Consumer,SKU-006,Insulated Bottle,Home & Kitchen,East,Bhubaneswar,3,23.89,71.67,5.0%,3.58,68.09,11.00,33.72,0.00,Debit Card,Cancelled,Website
ORD-101242,02/09/2024,CUST-01309,Aditya Sharma,Home Office,SKU-010,Bed Sheet Set,Home & Kitchen,West,Pune,5,57.88,289.40,10.0%,28.94,260.46,31.00,160.89,99.57,Debit Card,Shipped,Marketplace
ORD-101243,18/10/2024,CUST-02340,Priya Reddy,Consumer,SKU-012,Slim Fit Jeans,Fashion,North,Jaipur,1,44.56,44.56,20.0%,8.91,35.65,22.00,22.29,13.36,Upi,Returned,Marketplace
ORD-101244,31/10/2024,CUST-00734,Aditya Singh,Corporate,SKU-015,Wrist Watch,Fashion,South,Hyderabad,4,89.74,358.96,0.0%,0.00,358.96,54.00,222.99,135.97,Debit Card,Delivered,Marketplace
ORD-101245,13/07/2025,CUST-00980,Kabir Jain,Consumer,SKU-009,Coffee Grinder,Home & Kitchen,Central,Bhopal,5,65.81,329.05,0.0%,0.00,329.05,41.00,199.35,129.70,Credit Card,Delivered,Website
ORD-101246,17/02/2023,CUST-02162,Priya Gupta,Consumer,SKU-018,Sunscreen SPF 50,Beauty,South,Bengaluru,3,19.83,59.49,0.0%,0.00,59.49,10.00,30.38,29.11,Wallet,Shipped,Mobile App
ORD-101247,16/01/2024,CUST-00436,Ishaan Jain,Consumer,SKU-020,Body Lotion,Beauty,North,Delhi,5,16.86,84.30,0.0%,0.00,84.30,7.00,33.77,50.53,Wallet,Delivered,Mobile App
ORD-101248,02/10/2024,CUST-01677,Kabir Rao,Corporate,SKU-017,Hair Dryer,Beauty,West,Mumbai,5,64.89,324.45,5.0%,16.22,308.23,35.00,181.68,0.00,Net Banking,Cancelled,Marketplace
ORD-101249,12/06/2023,CUST-00973,Neha Khan,Consumer,SKU-011,Cotton T-Shirt,Fashion,North,Jaipur,3,18.78,56.34,0.0%,0.00,56.34,7.00,20.59,35.75,Wallet,Processing,Mobile App
ORD-101250,28/12/2024,CUST-02211,Kavya Patel,Consumer,SKU-010,Bed Sheet Set,Home & Kitchen,South,Chennai,3,60.24,180.72,0.0%,0.00,180.72,31.00,91.71,89.01,Net Banking,Delivered,Marketplace
ORD-101251,05/05/2024,CUST-01947,Aadhya Khan,Consumer,SKU-021,Notebook Set,Office Supplies,North,Delhi,5,14.21,71.05,5.0%,3.55,67.50,5.00,25.94,0.00,Debit Card,Cancelled,Marketplace
ORD-101252,26/08/2025,CUST-01748,Saanvi Das,Consumer,SKU-025,Stapler,Office Supplies,South,Bengaluru,5,12.62,63.10,20.0%,12.62,50.48,6.00,30.16,0.00,Cash On Delivery,Cancelled,Mobile App
ORD-101253,16/09/2024,CUST-02193,Aadhya Singh,Corporate,SKU-003,USB-C Hub,Electronics,North,Chandigarh,1,39.13,39.13,10.0%,3.91,35.22,21.00,21.53,0.00,Upi,Cancelled,Website
ORD-101254,15/10/2023,CUST-02458,Kavya Sharma,Consumer,SKU-012,Slim Fit Jeans,Fashion,East,Bhubaneswar,5,46.73,233.65,20.0%,46.73,186.92,22.00,107.16,79.76,Credit Card,Delivered,Website
ORD-101255,04/02/2023,CUST-02440,Kavya Rao,Home Office,SKU-021,Notebook Set,Office Supplies,East,Kolkata,2,14.81,29.62,10.0%,2.96,26.66,5.00,9.70,16.96,Cash On Delivery,Returned,Website
ORD-101256,05/09/2023,CUST-02182,Priya Khan,Consumer,SKU-010,Bed Sheet Set,Home & Kitchen,South,Hyderabad,2,54.51,109.02,0.0%,0.00,109.02,31.00,61.20,47.82,Credit Card,Shipped,Mobile App
ORD-101257,26/01/2024,CUST-01114,Rohan Khan,Consumer,SKU-003,USB-C Hub,Electronics,East,Kolkata,3,37.18,111.54,0.0%,0.00,111.54,21.00,62.74,48.80,Net Banking,Delivered,Marketplace
ORD-101258,09/08/2025,CUST-01509,Riya Gupta,Home Office,SKU-021,Notebook Set,Office Supplies,North,Delhi,2,14.19,28.38,10.0%,2.84,25.54,5.00,9.73,15.81,Debit Card,Delivered,Marketplace
ORD-101259,25/06/2024,CUST-02439,Rohan Reddy,Consumer,SKU-022,Gel Pen Pack,Office Supplies,East,Kolkata,1,10.65,10.65,10.0%,1.07,9.58,4.00,3.92,5.66,Credit Card,Shipped,Website
ORD-101260,12/06/2024,CUST-01410,Ishaan Das,Consumer,SKU-017,Hair Dryer,Beauty,North,Delhi,3,59.63,178.89,0.0%,0.00,178.89,35.00,107.84,71.05,Debit Card,Processing,Mobile App
ORD-101261,08/05/2025,CUST-01797,Saanvi Iyer,Home Office,SKU-012,Slim Fit Jeans,Fashion,East,Kolkata,3,47.79,143.37,20.0%,28.67,114.70,22.00,64.41,50.29,Cash On Delivery,Processing,Website
ORD-101262,09/12/2024,CUST-01443,Meera Gupta,Home Office,SKU-025,Stapler,Office Supplies,East,Bhubaneswar,5,13.12,65.60,5.0%,3.28,62.32,6.00,30.83,31.49,Credit Card,Delivered,Marketplace
ORD-101263,24/01/2023,CUST-02412,Kabir Khan,Consumer,SKU-021,Notebook Set,Office Supplies,Central,Bhopal,2,13.17,26.34,10.0%,2.63,23.71,5.00,9.61,14.10,Debit Card,Processing,Website
ORD-101264,15/10/2024,CUST-00031,Diya Sharma,Home Office,SKU-017,Hair Dryer,Beauty,South,Bengaluru,1,65.46,65.46,0.0%,0.00,65.46,35.00,35.43,0.00,Upi,Cancelled,Website
ORD-101265,09/03/2024,CUST-02165,Diya Iyer,Consumer,SKU-019,Makeup Brush Set,Beauty,East,Bhubaneswar,1,35.74,35.74,20.0%,7.15,28.59,17.00,16.47,12.12,Upi,Returned,Marketplace
ORD-101266,24/01/2023,CUST-02077,Aditya Gupta,Consumer,SKU-014,Canvas Backpack,Fashion,West,Pune,5,49.55,247.75,5.0%,12.39,235.36,27.00,140.14,0.00,Cash On Delivery,Cancelled,Website
ORD-101267,13/10/2024,CUST-01661,Saanvi Mehta,Home Office,SKU-019,Makeup Brush Set,Beauty,South,Hyderabad,2,34.52,69.04,0.0%,0.00,69.04,17.00,34.69,34.35,Upi,Processing,Website
ORD-101268,14/02/2025,CUST-02041,Riya Jain,Consumer,SKU-012,Slim Fit Jeans,Fashion,Central,Bhopal,4,44.02,176.08,0.0%,0.00,176.08,22.00,88.87,87.21,Debit Card,Delivered,Website
ORD-101269,16/11/2023,CUST-01676,Arjun Nair,Home Office,SKU-016,Face Cleanser,Beauty,South,Bengaluru,1,18.74,18.74,20.0%,3.75,14.99,8.00,8.14,6.85,Cash On Delivery,Delivered,Mobile App
ORD-101270,24/07/2025,CUST-01689,Priya Singh,Consumer,SKU-014,Canvas Backpack,Fashion,North,Jaipur,1,53.11,53.11,0.0%,0.00,53.11,27.00,26.92,26.19,Cash On Delivery,Delivered,Website
ORD-101271,25/02/2025,CUST-02172,Priya Das,Consumer,SKU-002,Bluetooth Speaker,Electronics,West,Pune,2,45.50,91.00,0.0%,0.00,91.00,28.00,57.75,33.25,Credit Card,Delivered,Website
ORD-101272,07/08/2024,CUST-01023,Saanvi Khan,Consumer,SKU-021,Notebook Set,Office Supplies,South,Chennai,2,14.37,28.74,10.0%,2.87,25.87,5.00,9.69,16.18,Net Banking,Delivered,Mobile App
ORD-101273,26/04/2024,CUST-00316,Vivaan Das,Consumer,SKU-023,Ergonomic Chair,Office Supplies,South,Chennai,1,165.57,165.57,10.0%,16.56,149.01,105.00,104.47,0.00,Upi,Cancelled,Website
ORD-101274,23/10/2024,CUST-01586,Rohan Patel,Consumer,SKU-011,Cotton T-Shirt,Fashion,East,Kolkata,2,18.91,37.82,10.0%,3.78,34.04,7.00,14.26,19.78,Upi,Returned,Website
ORD-101275,15/02/2024,CUST-02113,Neha Gupta,Consumer,SKU-001,Wireless Mouse,Electronics,North,Delhi,5,22.66,113.30,5.0%,5.67,107.63,12.00,60.52,47.11,Debit Card,Returned,Website
ORD-101276,06/07/2024,CUST-01727,Kavya Patel,Corporate,SKU-011,Cotton T-Shirt,Fashion,East,Kolkata,1,18.62,18.62,10.0%,1.86,16.76,7.00,6.81,9.95,Cash On Delivery,Shipped,Website
ORD-101277,04/04/2024,CUST-00488,Aadhya Rao,Consumer,SKU-025,Stapler,Office Supplies,West,Mumbai,4,13.21,52.84,0.0%,0.00,52.84,6.00,23.43,29.41,Net Banking,Processing,Mobile App
ORD-101278,10/07/2024,CUST-00623,Priya Sharma,Corporate,SKU-021,Notebook Set,Office Supplies,South,Hyderabad,3,13.69,41.07,0.0%,0.00,41.07,5.00,15.38,0.00,Wallet,Cancelled,Mobile App
ORD-101279,20/12/2023,CUST-01244,Aarav Rao,Consumer,SKU-002,Bluetooth Speaker,Electronics,East,Kolkata,5,49.05,245.25,0.0%,0.00,245.25,28.00,139.43,105.82,Credit Card,Delivered,Website
ORD-101280,30/01/2025,CUST-00181,Aditya Verma,Consumer,SKU-024,Printer Paper Box,Office Supplies,Central,Bhopal,2,30.13,60.26,0.0%,0.00,60.26,15.00,30.49,29.77,Cash On Delivery,Delivered,Website
ORD-101281,08/02/2024,CUST-01514,Kabir Saxena,Consumer,SKU-009,Coffee Grinder,Home & Kitchen,East,Kolkata,4,68.41,273.64,10.0%,27.36,246.28,41.00,162.55,83.73,Cash On Delivery,Returned,Website
ORD-101282,05/02/2025,CUST-01767,Riya Nair,Home Office,SKU-005,Webcam,Electronics,North,Jaipur,1,66.02,66.02,0.0%,0.00,66.02,37.00,37.10,28.92,Wallet,Processing,Mobile App
ORD-101283,13/02/2025,CUST-02527,Kabir Singh,Corporate,SKU-003,USB-C Hub,Electronics,South,Chennai,3,41.21,123.63,10.0%,12.36,111.27,21.00,62.06,49.21,Cash On Delivery,Processing,Mobile App
ORD-101284,14/06/2025,CUST-00299,Saanvi Nair,Consumer,SKU-018,Sunscreen SPF 50,Beauty,South,Hyderabad,4,21.27,85.08,5.0%,4.25,80.83,10.00,39.19,41.64,Wallet,Delivered,Website
ORD-101285,28/11/2023,CUST-01213,Kabir Das,Corporate,SKU-021,Notebook Set,Office Supplies,East,Kolkata,4,13.84,55.36,10.0%,5.54,49.82,5.00,20.38,29.44,Cash On Delivery,Returned,Mobile App
ORD-101286,11/11/2024,CUST-00272,Ishaan Saxena,Consumer,SKU-009,Coffee Grinder,Home & Kitchen,South,Hyderabad,1,67.37,67.37,20.0%,13.47,53.90,41.00,41.94,11.96,Wallet,Delivered,Marketplace
ORD-101287,31/08/2025,CUST-00865,Ishaan Kapoor,Consumer,SKU-003,USB-C Hub,Electronics,East,Kolkata,1,40.36,40.36,0.0%,0.00,40.36,21.00,20.54,19.82,Credit Card,Delivered,Mobile App
ORD-101288,04/06/2024,CUST-02170,Aditya Iyer,Consumer,SKU-005,Webcam,Electronics,Central,Bhopal,8,61.89,495.12,20.0%,99.02,396.10,37.00,288.45,0.00,Debit Card,Cancelled,Website
ORD-101289,13/09/2023,CUST-01559,Rohan Verma,Home Office,SKU-014,Canvas Backpack,Fashion,West,Ahmedabad,3,51.04,153.12,20.0%,30.62,122.50,27.00,82.20,40.30,Credit Card,Delivered,Marketplace
ORD-101290,11/10/2024,CUST-01968,Saanvi Singh,Consumer,SKU-004,Mechanical Keyboard,Electronics,North,Chandigarh,2,85.10,170.20,10.0%,17.02,153.18,51.00,102.62,50.56,Debit Card,Returned,Marketplace
ORD-101291,19/04/2024,CUST-01280,Unknown,Consumer,SKU-024,Printer Paper Box,Office Supplies,North,Chandigarh,3,30.12,90.36,10.0%,9.04,81.32,15.00,45.13,36.19,Cash On Delivery,Processing,Website
ORD-101292,24/07/2024,CUST-02062,Riya Kapoor,Consumer,SKU-005,Webcam,Electronics,Central,Bhopal,3,65.49,196.47,0.0%,0.00,196.47,37.00,111.10,85.37,Upi,Returned,Website
ORD-101293,27/02/2024,CUST-00352,Saanvi Reddy,Home Office,SKU-016,Face Cleanser,Beauty,West,Pune,1,18.62,18.62,5.0%,0.93,17.69,8.00,8.00,9.69,Wallet,Processing,Website
ORD-101294,26/05/2024,CUST-00620,Meera Mishra,Corporate,SKU-018,Sunscreen SPF 50,Beauty,North,Jaipur,1,22.17,22.17,10.0%,2.22,19.95,10.00,9.68,10.27,Cash On Delivery,Delivered,Mobile App
ORD-101295,30/12/2024,CUST-02000,Vivaan Singh,Consumer,SKU-022,Gel Pen Pack,Office Supplies,North,Chandigarh,6,10.51,63.06,0.0%,0.00,63.06,4.00,23.45,39.61,Wallet,Processing,Marketplace
ORD-101296,20/04/2023,CUST-00715,Aarav Khan,Home Office,SKU-021,Notebook Set,Office Supplies,South,Hyderabad,3,13.42,40.26,10.0%,4.03,36.23,5.00,14.92,21.31,Credit Card,Processing,Marketplace
ORD-101297,01/08/2024,CUST-01828,Ishaan Jain,Corporate,SKU-016,Face Cleanser,Beauty,East,Kolkata,1,17.08,17.08,20.0%,3.42,13.66,8.00,8.29,5.37,Credit Card,Shipped,Website
ORD-101298,24/07/2025,CUST-01266,Aditya Verma,Consumer,SKU-007,Desk Lamp,Home & Kitchen,West,Pune,3,43.10,129.30,10.0%,12.93,116.37,23.00,70.11,46.26,Debit Card,Delivered,Website
ORD-101299,21/01/2024,CUST-01284,Vivaan Reddy,Consumer,SKU-019,Makeup Brush Set,Beauty,West,Ahmedabad,5,33.48,167.40,10.0%,16.74,150.66,17.00,86.60,64.06,Wallet,Delivered,Website
ORD-101300,18/03/2023,CUST-02297,Aditya Gupta,Home Office,SKU-017,Hair Dryer,Beauty,East,Bhubaneswar,5,62.33,311.65,0.0%,0.00,311.65,35.00,177.26,134.39,Cash On Delivery,Processing,Marketplace
ORD-101301,24/07/2023,CUST-00652,Ishaan Patel,Consumer,SKU-010,Bed Sheet Set,Home & Kitchen,South,Chennai,9,59.74,537.66,10.0%,53.77,483.89,31.00,270.87,213.02,Wallet,Delivered,Website
ORD-101302,25/11/2023,CUST-00884,Vivaan Rao,Consumer,SKU-004,Mechanical Keyboard,Electronics,East,Kolkata,4,87.17,348.68,10.0%,34.87,313.81,51.00,200.12,113.69,Cash On Delivery,Returned,Marketplace
ORD-101303,27/02/2023,CUST-00039,Aditya Patel,Consumer,SKU-011,Cotton T-Shirt,Fashion,North,Delhi,1,19.46,19.46,10.0%,1.95,17.51,7.00,6.87,0.00,Upi,Cancelled,Marketplace
ORD-101304,07/09/2023,CUST-00761,Riya Sharma,Consumer,SKU-023,Ergonomic Chair,Office Supplies,South,Hyderabad,3,170.49,511.47,0.0%,0.00,511.47,105.00,311.85,199.62,Wallet,Processing,Mobile App
ORD-101305,04/02/2025,CUST-00052,Aadhya Kapoor,Corporate,SKU-021,Notebook Set,Office Supplies,East,Bhubaneswar,4,14.68,58.72,5.0%,2.94,55.78,5.00,19.27,36.51,Debit Card,Shipped,Website
ORD-101306,05/05/2025,CUST-00710,Vivaan Khan,Home Office,SKU-009,Coffee Grinder,Home & Kitchen,East,Kolkata,1,66.92,66.92,0.0%,0.00,66.92,41.00,40.87,26.05,Net Banking,Delivered,Marketplace
ORD-101307,28/10/2023,CUST-00720,Neha Gupta,Consumer,SKU-015,Wrist Watch,Fashion,South,Chennai,5,89.48,447.40,5.0%,22.37,425.03,54.00,275.29,149.74,Debit Card,Delivered,Website
ORD-101308,24/07/2025,CUST-00272,Ishaan Saxena,Consumer,SKU-021,Notebook Set,Office Supplies,South,Hyderabad,3,13.35,40.05,0.0%,0.00,40.05,5.00,15.00,25.05,Credit Card,Delivered,Marketplace
ORD-101309,14/05/2023,CUST-02448,Rohan Saxena,Consumer,SKU-021,Notebook Set,Office Supplies,West,Pune,2,13.16,26.32,0.0%,0.00,26.32,5.00,10.17,16.15,Upi,Processing,Website
ORD-101310,20/01/2024,CUST-01037,Priya Jain,Consumer,SKU-025,Stapler,Office Supplies,West,Ahmedabad,2,13.65,27.30,5.0%,1.37,25.93,6.00,11.64,0.00,Wallet,Cancelled,Mobile App
